what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330507560717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330507560722
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330507560731
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330507560734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330507560742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330507560745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330507568995
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330507569012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330507738713
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330507741062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330507745062
started,bundle,org.eclipse.ant.launching,1.0.101.v20120110-1739,"org.eclipse.ant.launching",1330507759671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330507814944
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1330507815016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1330507822210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1330507822622
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1330507822857
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1330507823136
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1330507823441
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1330507823633
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1330507824020
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1330507824355
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1330507829537
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1330507835221
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1330507837716
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330507861091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330507866809
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330507876350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330507882438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330507907997
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330507908001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330507911130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330507966767
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1330507966788
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.TypeHierarchy",1330508007232
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.TypeHierarchy",1330508007275
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy",1330508007313
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508007634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508010174
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1330508032616
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.TypeHierarchy",1330508033620
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1330508035062
closed,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.TypeHierarchy",1330508035067
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1330508036473
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1330508040101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508048886
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508049591
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.TypeHierarchy",1330508049643
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.TypeHierarchy",1330508049661
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy",1330508049687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508049980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508052698
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1330508056789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508067521
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508075245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1330508075254
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1330508077751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508095499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508126446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1330508126457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1330508152967
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1330508160308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330508167899
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330508170086
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330508170211
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330508175551
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330508175705
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330508180003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330508180171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330508185161
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330508185283
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1330508188048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508197987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508199767
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1330508201598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330508211832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330508211983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1330508214508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508217277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508666056
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1330508670143
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1330508673296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1330508673585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1330508673791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1330508674186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1330508674425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1330508674609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1330508674928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1330508675134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1330508680232
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1330508681236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508683527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508685438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1330508686945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508698266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508705256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1330508705271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508735378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508758380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1330508758392
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508766838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508771484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1330508771495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508787034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508902555
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1330508902569
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508922114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508954104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508954967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508955756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508958859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330508998371
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1330508998382
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330509003060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330509131397
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1330509131411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330509140555
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.showInformation",1330509140576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330509145762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330509150500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330509164356
