what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1330528515416
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1330528515585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1330528517031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1330528525588
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1330528525819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1330528525972
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330528536970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330528554590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330528556074
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1330528620709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1330528630945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1330528632781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1330528638706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330528644410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330531129887
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330531133611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330531491420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330531496391
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1330531499817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330531504457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330531505015
