what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720482258
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1330720482299
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1330720482538
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1330720482591
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1330720487818
opened,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1330720487874
activated,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1330720487907
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1330720487915
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1330720489708
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1330720492428
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1330720492537
closed,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1330720492635
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1330720495571
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1330720501900
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1330720506729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720508351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720515012
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1330720520167
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1330720532433
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1330720532550
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1330720534157
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1330720545047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1330720547300
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1330720551690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1330720553608
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330720555765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1330720558337
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1330720558650
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1330720572731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720575560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720699270
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1330720705200
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1330720707609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1330720711349
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1330720713644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720718980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720723800
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1330720723879
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1330720728414
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1330720800995
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1330720803630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1330720812339
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1330720813025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1330720819221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720821565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720821679
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720825175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720832779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720839240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720839607
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720840804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720848023
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1330720854211
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720855337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720862919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720872026
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720872924
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720874195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720874268
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1330720874301
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1330720874558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720877253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720877405
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1330720879562
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1330720879611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720884413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720900663
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1330720900711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330720914594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330721031482
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1330721031506
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1330721034918
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1330721034993
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330721036805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330721180092
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330721182617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330721243719
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1330721261452
